time,distance
0.0,5.6056751859814264
0.125,14.789748216288956
0.25,23.999999999999993
0.365,32.49665742138685
0.53,44.766666666666666
0.69,56.8111111111111
0.745,60.98088913160163
0.845,68.59952890755069
1.044,83.85046328722038
1.05,84.3111111111111
1.25,99.69999999999999
1.49,118.29999999999998
1.89,149.6333333333333
1.985,157.12762070355666
2.184,172.88435144753646
2.29,181.29999999999998
2.524,199.93174637700477
2.61,206.81111111111107
2.844,225.64185901739322
2.889,229.28611111111107
3.204,254.99905054433702
3.33,265.3011111111111
3.49,278.36777777777775
3.585,286.150741573397
3.65,291.47888888888883
3.805,304.1794920572497
3.81,304.59
3.984,318.92366202873797
4.13,330.98999999999995
4.184,335.45552756454487
4.405,353.73013447643166
4.53,363.99
4.69,377.01222222222225
4.885,392.75804666704704
4.965,399.1682481390145
4.97,399.56777777777774
5.21,418.6344444444444
5.304,426.0951321774185
5.45,437.70111111111106
5.604,449.9796729221973
5.69,456.8344444444444
5.805,465.98425995409553
5.89,472.72333333333324
6.144,492.7524784756331
6.17,494.81222222222215
6.425,515.1435268182164
6.45,517.1344444444444
6.69,536.2011111111111
6.705,537.3963506751194
6.89,552.201111111111
7.045,564.6915664711601
7.09,568.3122222222221
7.205,577.5316788845923
7.33,587.5122222222221
7.465,598.2611619556315
7.685,615.722999885563
7.73,619.29
7.985,639.4782892102221
8.09,647.79
8.265,661.6480375217822
8.33,666.79
8.565,685.3388764020272
8.73,698.3455555555555
8.965,716.8704143919109
9.124,729.4266718978083
9.13,729.901111111111
9.364,748.4263503526655
9.37,748.9011111111109
9.57,764.7344444444443
9.584,765.8473748189607
9.73,777.3122222222221
9.844,785.54394612601
9.97,793.9122222222221
10.224,808.882237625235
10.37,816.912222222222
10.464,822.0082500902719
10.53,825.4455555555553
10.645,831.0000675440149
10.77,836.6455555555553
10.804,838.1561738765799
11.05,848.701111111111
11.064,849.2740684292853
11.225,855.6355226947534
11.41,862.601111111111
11.525,866.8366229374594
11.61,869.9344444444442
11.705,873.3745059034176
11.85,878.4677777777775
11.924,880.9223414289207
12.124,887.1773001121949
12.17,888.6011111111109
12.37,894.7677777777775
12.545,900.02385996791
12.57,900.7677777777775
12.765,906.5304198715892
12.85,909.0122222222219
12.925,911.1843410414504
13.05,914.7899999999997
13.145,917.5451336152757
13.25,920.623333333333
13.585,930.7583828752063
13.61,931.523333333333
13.81,937.6899999999997
14.005,943.9101519167817
14.05,945.3566666666663
14.25,951.8566666666663
14.325,954.4130460220725
14.49,960.3899999999996
14.545,962.5263107542205
14.705,969.1552800221708
14.89,976.723333333333
14.905,977.3071282779097
15.05,982.723333333333
15.21,988.2788888888886
15.364,993.430527378307
15.45,996.2122222222218
15.624,1001.5913113281962
15.69,1003.5455555555552
15.93,1010.2788888888886
15.964,1011.1942396217551
16.144,1015.8944192739116
16.404,1022.3972989298748
16.41,1022.5455555555552
16.724,1030.2211488951039
16.77,1031.3455555555552
16.885,1034.1642608103064
16.97,1036.234444444444
17.145,1040.4214174089166
17.25,1042.923333333333
17.385,1046.172639139727
17.41,1046.7899999999995
17.564,1050.7396121517054
17.804,1057.2598327872377
17.85,1058.5233333333329
18.05,1064.0788888888883
18.084,1065.0448355064768
18.25,1069.9677777777772
18.364,1073.739921246692
18.585,1082.0293280745677
18.765,1089.7296125840649
19.105,1104.628863506145
19.25,1110.8011111111105
19.41,1117.6011111111104
19.485,1121.0068045947442
19.765,1134.8483201049557
19.77,1135.1011111111104
19.97,1145.3233333333326
19.985,1146.1027824637736
20.17,1155.8788888888882
20.344,1165.3307368889718
20.45,1171.2011111111103
20.61,1180.2233333333324
20.725,1186.8571453001548
20.85,1194.2233333333327
21.005,1203.5878336190283
21.09,1208.756666666666
21.225,1216.9486612796927
21.29,1220.9233333333325
21.565,1238.1150983682749
21.65,1243.5233333333324
21.665,1244.4815654823765
21.89,1258.989999999999
22.025,1267.8121960761553
22.09,1272.1011111111102
22.37,1290.8455555555547
22.404,1293.1252657290474
22.61,1306.978888888888
22.845,1323.1790222940963
22.93,1329.1122222222214
23.09,1340.356666666666
23.145,1344.249221867708
23.29,1354.578888888888
23.304,1355.5811196887894
23.504,1369.9903337822825
23.61,1377.6899999999991
23.77,1389.378888888888
23.784,1390.4030502574349
24.01,1406.9788888888882
24.025,1408.086270995386
24.185,1419.9666801186575
24.29,1427.8233333333324
24.465,1441.015043288102
24.604,1451.5411957280992
24.65,1455.0233333333324
24.85,1470.1899999999994
24.904,1474.3210305215503
24.984,1480.4765289738061
25.204,1497.5222141762106
25.25,1501.078888888888
25.45,1516.5233333333324
25.484,1519.1577737454436
25.65,1532.0788888888878
25.784,1542.589134730752
25.93,1554.089999999999
26.145,1571.0504552603757
26.165,1572.6286117735704
26.25,1579.3344444444435
26.49,1598.2677777777767
26.525,1601.0331085481114
26.81,1623.60111111111
26.925,1632.7281860419248
27.05,1642.6677777777768
27.065,1643.8623170347728
27.21,1655.4233333333323
27.225,1656.6195508656988
27.485,1677.3489858378487
27.57,1684.1233333333323
27.645,1690.0995308491229
27.77,1700.0677777777767
27.97,1716.0677777777767
28.29,1741.6677777777768
28.464,1755.5416945549828
28.565,1763.590331492478
28.61,1767.178888888888
28.744,1777.874091528642
28.944,1793.8886442558892
28.97,1795.978888888888
29.17,1812.0899999999992
29.184,1813.214304835909
29.371,1828.2816666666656
29.405,1831.081928622239
29.584,1846.1840968229506
29.73,1858.0986111111101
29.89,1870.2319444444436
29.945,1874.2041161627285
30.13,1886.89861111111
30.205,1891.7957657461636
30.41,1904.5541666666657
30.505,1910.230268688033
30.61,1916.387499999999
30.745,1924.1824083968916
30.77,1925.587499999999
30.984,1937.0075597294058
31.05,1940.3652777777768
31.224,1948.9181615502152
31.41,1957.7652777777766
31.464,1960.3145806104408
31.61,1967.1541666666656
31.704,1971.5036767912688
31.77,1974.5319444444433
32.05,1987.1319444444432
32.145,1991.3003669868526
32.41,2002.7319444444431
32.445,2004.23903950224
32.57,2009.6208333333323
32.705,2015.4279683255022
32.89,2023.39861111111
33.005,2028.3773918248446
33.245,2038.877180762838
33.25,2039.0986111111101
33.305,2041.5419988681422
33.57,2053.49861111111
33.645,2056.9310693639877
33.77,2062.776388888888
33.865,2067.417592131875
33.97,2072.5541666666654
34.065,2077.0124915576735
34.265,2085.873052829644
34.41,2092.231944444443
34.485,2095.541485457726
34.565,2099.0723190992835
34.65,2102.6986111111096
34.826,2109.759471720449
34.85,2110.6986111111096
35.05,2118.365277777776
35.085,2119.658215249557
35.345,2128.803714871048
35.37,2129.654166666665
35.744,2141.9468414723524
35.81,2144.0763888888873
36.024,2150.944261761128
36.131,2154.330555555554
36.364,2161.55430740071
36.45,2164.1663888888875
36.785,2174.1166974875155
36.85,2176.055277777776
36.944,2178.8781220153837
37.29,2189.3774999999982
37.305,2189.831075701654
37.45,2194.2219444444427
37.545,2197.1447918260924
37.69,2201.6886111111094
37.764,2204.0460578189013
37.865,2207.313017455648
37.89,2208.1330555555537
38.09,2214.855277777776
38.105,2215.3703664920004
38.33,2223.2552777777755
38.345,2223.7889555144234
38.625,2234.0244302433616
38.65,2234.9886111111086
38.81,2241.3441666666645
38.945,2246.734497130159
39.05,2251.0774999999976
39.265,2260.7084747808576
39.33,2263.7552777777755
39.705,2282.2469404753356
39.73,2283.5330555555533
39.865,2290.5911602835495
40.05,2300.421944444442
40.25,2311.088611111109
40.305,2314.1103706904087
40.45,2322.310833333331
40.525,2326.6873729743606
40.77,2341.4219444444425
40.965,2353.246915015457
41.01,2356.0219444444424
41.125,2363.2256070471817
41.37,2379.0219444444424
41.425,2382.6266558936886
41.724,2402.5060553001795
41.77,2405.5774999999985
41.885,2413.2634846630026
41.93,2416.2886111111093
42.044,2424.018514496458
42.25,2438.155277777776
42.284,2440.4963433589105
42.451,2452.057777777776
42.544,2458.5909709853913
42.731,2471.8911111111097
42.784,2475.6779795371913
42.931,2486.2244444444427
43.144,2501.6559427707966
43.17,2503.551944444443
43.37,2518.2186111111096
43.404,2520.722811155084
43.545,2531.136817084861
43.61,2535.951944444443
43.81,2550.8408333333323
43.845,2553.4668679191195
44.145,2576.2201973036426
44.21,2581.1741666666653
44.365,2593.0129256336395
44.37,2593.3963888888875
44.544,2606.8186213378362
44.69,2618.1074999999987
44.824,2628.444822063283
44.85,2630.4630555555545
45.01,2642.9963888888874
45.285,2664.642494022361
45.384,2672.485686179729
45.41,2674.551944444443
45.57,2687.307499999999
45.684,2696.378863176276
45.85,2709.6297222222215
46.005,2722.171374299625
46.13,2732.3408333333327
46.204,2738.3615164498588
46.345,2749.8343485098885
46.49,2761.6408333333325
46.665,2775.905190086136
46.81,2787.7741666666657
46.885,2793.9423462524087
47.05,2807.5741666666654
47.105,2812.133171856347
47.33,2830.829722222221
47.345,2832.0757016193993
47.605,2853.6553113746713
47.73,2864.051944444443
47.985,2885.3442290364646
48.17,2900.8408333333323
48.33,2914.2630555555543
48.364,2917.115663969945
48.57,2934.396388888888
48.584,2935.570543730879
48.804,2954.0168466840273
49.01,2971.4297222222212
49.104,2979.4573600534463
49.171,2985.114722222221
49.411,3004.581388888888
49.464,3008.800672288756
49.571,3017.2480555555544
49.664,3024.48520301868
49.865,3039.883565570973
49.89,3041.793333333332
50.204,3065.69526598743
50.21,3066.1488888888875
50.37,3078.193333333332
50.57,3093.1377777777766
50.605,3095.753577006297
50.784,3109.1340744643103
50.81,3111.07111111111
51.01,3125.9599999999987
51.205,3140.7526693896566
51.29,3147.1933333333322
51.45,3159.237777777777
51.584,3169.4306191006126
51.924,3195.705691292347
51.93,3196.17111111111
52.125,3211.3196743683
52.25,3221.0599999999986
52.464,3237.8033228972317
52.53,3242.993333333332
52.625,3250.489539114641
52.885,3271.1664737560945
52.93,3274.77111111111
53.045,3284.0183793670208
53.17,3294.1044444444433
53.385,3311.4763301250737
53.49,3319.97111111111
53.705,3337.3900192301876
53.81,3345.926666666666
53.905,3353.673482331208
54.09,3368.7933333333326
54.285,3384.7137676300913
54.45,3398.1933333333327
54.585,3409.242166330334
54.77,3424.415555555555
54.804,3427.2087551884533
54.97,3440.8599999999988
55.084,3450.2358058408154
55.33,3470.4599999999987
55.545,3488.1183558098746
55.765,3506.2248310034815
55.771,3506.719999999999
55.904,3517.7151410345937
56.085,3532.711550077524
56.131,3536.5199999999986
56.325,3552.573489990826
56.371,3556.3866666666654
56.484,3565.772354741942
56.65,3579.559166666665
56.764,3588.981495226894
56.925,3602.2483027561034
56.97,3605.959166666665
57.13,3619.1591666666654
57.284,3631.8323026692324
57.45,3645.4702777777766
57.485,3648.345703505414
57.61,3658.5813888888874
57.644,3661.3400381726838
57.945,3685.2462791238518
58.13,3699.60361111111
58.184,3703.7566482195107
58.265,3709.954188380438
58.41,3720.992499999998
58.625,3737.2950571681563
58.73,3745.259166666665
58.885,3757.0456568555487
58.93,3760.4813888888875
59.085,3772.365902589405
59.17,3778.814722222221
59.385,3794.6947023045936
59.57,3808.148055555554
59.625,3812.1545293060435
59.73,3819.748055555554
59.804,3824.97875556844
59.985,3837.4174138187927
60.01,3839.1147222222207
60.185,3850.8860901990015
60.29,3857.936944444443
60.345,3861.643690728217
60.45,3868.6924999999987
60.545,3874.9453619404626
60.725,3886.526759220089
60.81,3891.992499999999
60.97,3902.3924999999986
61.025,3906.0859843342005
61.33,3926.9924999999985
61.65,3946.636944444443
61.85,3958.581388888888
61.964,3965.1629380471386
62.264,3981.9275061793837
62.291,3983.4488888888877
62.464,3993.283748615492
62.571,3999.393333333332
62.784,4011.568433593041
62.811,4013.1266666666656
62.944,4020.873015239307
62.971,4022.4599999999987
63.165,4034.0075973859625
63.29,4041.599999999999
63.425,4049.9447401124576
63.685,4066.2853536773014
63.69,4066.599999999999
63.85,4076.688888888888
64.01,4086.9111111111106
64.064,4090.396086305436
64.205,4099.569773524868
64.25,4102.51111111111
64.384,4111.305166391108
64.45,4115.677777777777
64.605,4126.089523013924
64.69,4131.877777777777
64.724,4134.207827664517
64.93,4148.477777777777
64.964,4150.84952542799
65.204,4167.709338320358
65.25,4170.966666666665
65.45,4185.244444444444
65.645,4199.423238323038
65.77,4208.62222222222
66.105,4233.5996368820415
66.21,4241.499999999998
66.41,4256.6111111111095
66.445,4259.257425600438
66.61,4271.7777777777765
66.89,4293.477777777776
66.904,4294.567905489872
67.065,4307.1121654077715
67.17,4315.333333333332
67.365,4330.715563207368
67.37,4331.11111111111
67.685,4356.133711644406
67.69,4356.533333333332
67.925,4375.397746302642
67.93,4375.799999999999
68.17,4395.133333333332
68.204,4397.876991349376
68.33,4408.066666666666
68.404,4414.082556373783
68.65,4434.2
68.804,4446.817051894846
68.811,4447.393055555555
68.984,4461.723971146992
69.171,4477.293055555555
69.184,4478.373178125948
69.331,4490.581944444443
69.344,4491.663957941343
69.544,4508.373593453034
69.651,4517.337499999998
69.725,4523.540662108473
69.851,4534.115277777776
70.01,4547.497777777777
70.025,4548.762953612193
70.17,4561.008888888888
70.185,4562.2754994033685
70.384,4579.0682190983935
70.49,4588.03111111111
70.545,4592.690888997511
70.845,4618.198124395302
70.93,4625.431111111111
71.025,4633.513626498745
71.184,4647.034373056811
71.29,4656.031111111111
71.385,4664.080769879881
71.45,4669.586666666667
71.585,4681.02820754152
71.73,4693.30888888889
71.945,4711.4685039398055
72.05,4720.331111111112
72.29,4740.597777777779
72.324,4743.469911815542
72.425,4752.003267121496
72.57,4764.242222222222
72.645,4770.561259900795
72.825,4785.696873175921
73.01,4801.275555555557
73.085,4807.607242685468
73.17,4814.786666666668
73.285,4824.491492951219
73.53,4845.086666666668
73.545,4846.340814736775
73.77,4865.086666666668
73.785,4866.33633351424
73.945,4879.678645379364
74.205,4900.997817903593
74.25,4904.553333333335
74.325,4910.385931268989
74.57,4928.731111111112
74.624,4932.666663546072
74.77,4943.120000000001
75.004,4959.29838408416
75.05,4962.40888888889
75.164,4970.028302311795
75.29,4978.275555555558
75.344,4981.744879281039
75.651,5000.938333333335
75.824,5011.665808766271
75.851,5013.327222222224
76.064,5026.267420402364
76.245,5037.186467085288
76.251,5037.549444444447
76.304,5040.758688466366
76.451,5049.716111111113
76.525,5054.285137195165
76.691,5064.649444444447
76.825,5073.067541841575
76.93,5079.719722222225
77.005,5084.512956243985
77.184,5096.0686733543325
77.25,5100.341944444446
77.45,5113.341944444446
77.504,5116.893507619616
77.61,5123.919722222224
77.685,5128.92488353721
77.905,5143.739779825633
77.93,5145.430833333336
78.13,5159.041944444446
78.29,5170.153055555558
78.345,5174.004850785004
78.49,5184.208611111113
78.65,5195.497500000002
78.81,5206.830833333335
78.905,5213.626378837199
79.045,5223.722519388525
79.09,5226.975277777779
79.37,5247.27527777778
79.385,5248.365117943798
79.57,5261.830833333334
79.725,5273.170709637856
79.89,5285.2975000000015
79.964,5290.752277888879
80.13,5303.030833333334
80.225,5310.090045264372
80.265,5313.069490622197
80.41,5323.875277777779
80.57,5335.78638888889
80.645,5341.361426720381
80.89,5359.608611111113
80.945,5363.740704634673
81.184,5381.569446370871
81.21,5383.430833333335
81.645,5411.6193925997595
81.65,5411.908611111113
82.024,5431.196501929257
82.051,5432.404166666668
82.291,5442.137500000002
82.364,5444.841915988432
82.544,5451.105228108074
82.611,5453.3375000000015
82.725,5457.030698427288
82.771,5458.493055555557
82.924,5463.257435915737
82.931,5463.470833333335
83.131,5469.359722222223
83.245,5472.485608123645
83.371,5475.82638888889
83.565,5480.946460022361
83.61,5482.133333333334
83.77,5486.355555555556
83.825,5487.807141673183
84.05,5493.7444444444445
84.105,5495.19506239419
84.324,5501.062782572034
84.37,5502.366666666667
84.65,5510.844444444445
84.665,5511.309984246845
84.824,5516.322035756657
84.85,5517.177777777778
85.13,5526.977777777778
85.144,5527.46913916873
85.45,5538.000000000001
85.565,5541.900946707749
85.65,5544.777777777779
85.725,5547.31638540273
85.825,5550.705848435664
85.85,5551.555555555557
86.01,5557.022222222224
86.065,5558.918519266429
86.245,5565.180822047403
86.25,5565.355555555557
86.41,5571.000000000001
86.485,5573.735251780165
86.745,5583.706421738393
86.77,5584.700000000001
86.905,5590.16681739432
87.13,5599.800000000001
87.205,5603.211941287966
87.365,5610.802712066312
87.49,5616.800000000001
87.626,5623.34751773462
87.65,5624.533333333335
87.97,5641.333333333334
87.984,5642.084995443722
88.21,5654.333333333334
88.244,5656.212932795233
88.531,5672.523333333334
88.564,5674.4480616718065
88.771,5686.723333333334
88.864,5692.320532970904
89.011,5701.256666666667
89.245,5715.68341952627
89.251,5716.056666666667
89.531,5733.712222222223
89.565,5735.901992786579
89.724,5746.2881593615475
89.851,5754.6900000000005
90.024,5766.232892716227
90.131,5773.434444444445
90.284,5783.824421407089
90.33,5786.977500000001
90.57,5803.644166666667
90.625,5807.49047649971
90.85,5823.321944444445
90.865,5824.38542635277
91.025,5835.8016344448315
91.05,5837.599722222223
91.081,5839.835116285429
